primaryImage,Artist Display Name
https://images.metmuseum.org/CRDImages/ad/original/DP361299.jpg,William Merritt Chase
https://images.metmuseum.org/CRDImages/ad/original/DT220319.jpg,George Chinnery|Ester Speakman
https://images.metmuseum.org/CRDImages/ad/original/ap02.23.jpg,Frederic Edwin Church
https://images.metmuseum.org/CRDImages/ad/original/DT78.jpg,Frederic Edwin Church
https://images.metmuseum.org/CRDImages/ad/original/DT1540.jpg,Frederic Edwin Church
https://images.metmuseum.org/CRDImages/ad/original/ADA3628.jpg,Edmund C. Coates
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.165.jpg,Edmund C. Coates
https://images.metmuseum.org/CRDImages/ad/original/DT216681.jpg,Thomas Cole
https://images.metmuseum.org/CRDImages/ad/original/DP-12550-001.jpg,Thomas Cole
https://images.metmuseum.org/CRDImages/ad/original/DP-12799-001.jpg,Thomas Cole
https://images.metmuseum.org/CRDImages/ad/original/DT208249.jpg,Thomas Cole
https://images.metmuseum.org/CRDImages/ad/original/DT2639.jpg,Thomas Cole
https://images.metmuseum.org/CRDImages/ad/original/ap65.19.jpg,Alfred Q. Collins
https://images.metmuseum.org/CRDImages/ad/original/ap05.34.jpg,Alfred Q. Collins
https://images.metmuseum.org/CRDImages/ad/original/ap62.202.jpg,Samuel Colman
https://images.metmuseum.org/CRDImages/ad/original/DP226882.jpg,Samuel Colman
https://images.metmuseum.org/CRDImages/ad/original/ap93.21.jpg,Samuel Colman
https://images.metmuseum.org/CRDImages/ad/original/ap31.29.1.jpg,Nelson Cook
https://images.metmuseum.org/CRDImages/ad/original/ap31.29.2.jpg,Nelson Cook
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.89.jpg,Alfred Copestick
https://images.metmuseum.org/CRDImages/ad/original/DT58.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT2032.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT214418.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT11882.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT2033.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT2031.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/ap24.79.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT201337.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DP701340.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DT207885.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/DP140862.jpg,John Singleton Copley
https://images.metmuseum.org/CRDImages/ad/original/ap61.262.jpg,Jasper Francis Cropsey
https://images.metmuseum.org/CRDImages/ad/original/DT214222.jpg,Jasper Francis Cropsey
https://images.metmuseum.org/CRDImages/ad/original/DT4598.jpg,Jasper Francis Cropsey
https://images.metmuseum.org/CRDImages/ad/original/ap77.3.2.jpg,Jasper Francis Cropsey
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.63.jpg,Jasper Francis Cropsey
https://images.metmuseum.org/CRDImages/ad/original/ap1974.263.jpg,Johan Mengels Culverhouse
https://images.metmuseum.org/CRDImages/ad/original/ap90.24.jpg,William P. W. Dana
https://images.metmuseum.org/CRDImages/ad/original/DP161216.jpg,Ruger Donoho
https://images.metmuseum.org/CRDImages/ad/original/ap91.27.1.jpg,Thomas Doughty
https://images.metmuseum.org/CRDImages/ad/original/ap95.17.2.jpg,Thomas Doughty
https://images.metmuseum.org/CRDImages/ad/original/ap17.66.jpg,Thomas Doughty
https://images.metmuseum.org/CRDImages/ad/original/DT10421.jpg,Robert S. Duncanson
https://images.metmuseum.org/CRDImages/ad/original/ap13.217.1.jpg,William Dunlap
https://images.metmuseum.org/CRDImages/ad/original/ap13.217.2.jpg,William Dunlap
https://images.metmuseum.org/CRDImages/ad/original/DT213791.jpg,Asher Brown Durand|John Vanderlyn
https://images.metmuseum.org/CRDImages/ad/original/DT75.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap77.3.1.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/co.ap.95.13.1_1.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap1977.342.1.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/DT1539.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap63.36.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/APS338.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap1970.58.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/DT283604.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap1977.258.3.jpg,Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap69.279.2.jpg,John Durand
https://images.metmuseum.org/CRDImages/ad/original/DT226608.jpg,John Durand
https://images.metmuseum.org/CRDImages/ad/original/DP277399.jpg,George Henry Durrie
https://images.metmuseum.org/CRDImages/ad/original/DP-2886-001.jpg,Frank Duveneck
https://images.metmuseum.org/CRDImages/ad/original/ap1970.283.5.jpg,Gerrit Duyckinck
https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.1.jpg,Gerrit Duyckinck
https://images.metmuseum.org/CRDImages/ad/original/DT221513.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT2037.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT9827.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT1506.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/ap67.187.206.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT86.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/APS353.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT395.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT2729.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT102.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT2038.jpg,Thomas Eakins
https://images.metmuseum.org/CRDImages/ad/original/DT60.jpg,Ralph Earl
https://images.metmuseum.org/CRDImages/ad/original/ap06.179.jpg,Ralph Earl
https://images.metmuseum.org/CRDImages/ad/original/DT2936.jpg,Ralph Earl
https://images.metmuseum.org/CRDImages/ad/original/DP101530.jpg,Ralph Earl
https://images.metmuseum.org/CRDImages/ad/original/DT214720.jpg,Ralph Earl
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.20.jpg,Ralph E. W. Earl
https://images.metmuseum.org/CRDImages/ad/original/DT5508.jpg,Oliver Tarbell Eddy
https://images.metmuseum.org/CRDImages/ad/original/DT77.jpg,Francis William Edmonds
https://images.metmuseum.org/CRDImages/ad/original/APS388.jpg,Jacob Eichholtz
https://images.metmuseum.org/CRDImages/ad/original/APS6423.jpg,Charles Loring Elliott
https://images.metmuseum.org/CRDImages/ad/original/ap00.17.3.jpg,Charles Loring Elliott
https://images.metmuseum.org/CRDImages/ad/original/DT214417.jpg,Charles Loring Elliott
https://images.metmuseum.org/CRDImages/ad/original/ap00.17.2.jpg,Charles Loring Elliott
https://images.metmuseum.org/CRDImages/ad/original/ap87.19.jpg,Charles Loring Elliott
https://images.metmuseum.org/CRDImages/ad/original/ap27.145.jpg,Charles Loring Elliott
https://images.metmuseum.org/CRDImages/ad/original/ap62.256.4.jpg,James Guy Evans
https://images.metmuseum.org/CRDImages/ad/original/ap74.43.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.49.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.42.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.46.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.41.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.45.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.44.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.48.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap74.47.jpg,Joseph Fagnani
https://images.metmuseum.org/CRDImages/ad/original/ap34.153.jpg,Robert Feke
https://images.metmuseum.org/CRDImages/ad/original/APS1945.jpg,Erastus Salisbury Field
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.25.jpg,Erastus Salisbury Field
https://images.metmuseum.org/CRDImages/ad/original/DT5510.jpg,Erastus Salisbury Field
https://images.metmuseum.org/CRDImages/ad/original/ap17.96.jpg,Charles Noel Flagg
https://images.metmuseum.org/CRDImages/ad/original/ap1982.139.jpg,John F. Francis
https://images.metmuseum.org/CRDImages/ad/original/ap68.222.23.jpg,Oliver Frazer
https://images.metmuseum.org/CRDImages/ad/original/ap17.160.jpg,James Frothingham|John Wesley Jarvis
https://images.metmuseum.org/CRDImages/ad/original/ap87.8.7.jpg,George Fuller
https://images.metmuseum.org/CRDImages/ad/original/ap87.8.4.jpg,George Fuller
https://images.metmuseum.org/CRDImages/ad/original/ap87.8.10.jpg,George Fuller
https://images.metmuseum.org/CRDImages/ad/original/DP229726.jpg,George Fuller
https://images.metmuseum.org/CRDImages/ad/original/ap87.18.jpg,Edward Gay
https://images.metmuseum.org/CRDImages/ad/original/ap85.7.jpg,Robert Swain Gifford
https://images.metmuseum.org/CRDImages/ad/original/DT1550.jpg,Sanford Robinson Gifford
https://images.metmuseum.org/CRDImages/ad/original/DT81.jpg,Sanford Robinson Gifford
https://images.metmuseum.org/CRDImages/ad/original/DT1549.jpg,Sanford Robinson Gifford
https://images.metmuseum.org/CRDImages/ad/original/ap02.7.2.jpg,Henry Peters Gray
https://images.metmuseum.org/CRDImages/ad/original/ap49.166.jpg,Henry Peters Gray
https://images.metmuseum.org/CRDImages/ad/original/ap73.5.jpg,Henry Peters Gray
https://images.metmuseum.org/CRDImages/ad/original/ap03.31.jpg,Seymour Joseph Guy
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.50.jpg,Seymour Joseph Guy
https://images.metmuseum.org/CRDImages/ad/original/ap12.64.jpg,James Hamilton
https://images.metmuseum.org/CRDImages/ad/original/ap55.111.10.jpg,Chester (Charles) Harding
https://images.metmuseum.org/CRDImages/ad/original/ap25.156.jpg,Chester (Charles) Harding
https://images.metmuseum.org/CRDImages/ad/original/ap20.75.jpg,Chester (Charles) Harding
https://images.metmuseum.org/CRDImages/ad/original/ap54.51.jpg,Chester (Charles) Harding
https://images.metmuseum.org/CRDImages/ad/original/DT243651.jpg,William Michael Harnett
https://images.metmuseum.org/CRDImages/ad/original/DT2047.jpg,William Michael Harnett
https://images.metmuseum.org/CRDImages/ad/original/DT10673.jpg,William Michael Harnett
https://images.metmuseum.org/CRDImages/ad/original/ap67.155.1.jpg,William Michael Harnett
https://images.metmuseum.org/CRDImages/ad/original/DT2046.jpg,William Michael Harnett
https://images.metmuseum.org/CRDImages/ad/original/DT11076.jpg,James M. Hart
https://images.metmuseum.org/CRDImages/ad/original/DP-20314-001.jpg,James M. Hart
https://images.metmuseum.org/CRDImages/ad/original/ap21.115.2.jpg,James M. Hart
https://images.metmuseum.org/CRDImages/ad/original/DP-15991-001.jpg,William Hart
https://images.metmuseum.org/CRDImages/ad/original/ap09.214.2.jpg,William Hart
https://images.metmuseum.org/CRDImages/ad/original/DT229630.jpg,William Stanley Haseltine
https://images.metmuseum.org/CRDImages/ad/original/DT2049.jpg,Rufus Hathaway
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.32.jpg,Robert Havell Jr.
https://images.metmuseum.org/CRDImages/ad/original/DP248013.jpg,Martin Johnson Heade
https://images.metmuseum.org/CRDImages/ad/original/DT9511.jpg,Martin Johnson Heade
https://images.metmuseum.org/CRDImages/ad/original/DT2080.jpg,Martin Johnson Heade
https://images.metmuseum.org/CRDImages/ad/original/DT2050.jpg,Martin Johnson Heade
https://images.metmuseum.org/CRDImages/ad/original/ap61.70.jpg,George P. A. Healy
https://images.metmuseum.org/CRDImages/ad/original/DT2051.jpg,George P. A. Healy
https://images.metmuseum.org/CRDImages/ad/original/ap39.37.jpg,George P. A. Healy
https://images.metmuseum.org/CRDImages/ad/original/ap91.27.2.jpg,George P. A. Healy
https://images.metmuseum.org/CRDImages/ad/original/ap15.30.66.jpg,Edward Lamson Henry
https://images.metmuseum.org/CRDImages/ad/original/DP239226.jpg,John Hesselius
https://images.metmuseum.org/CRDImages/ad/original/DT5509.jpg,Edward Hicks
https://images.metmuseum.org/CRDImages/ad/original/DT4930.jpg,Edward Hicks
https://images.metmuseum.org/CRDImages/ad/original/ap17.67.jpg,Thomas Hicks
https://images.metmuseum.org/CRDImages/ad/original/ap63.201.5.jpg,Joseph H. Hidley
https://images.metmuseum.org/CRDImages/ad/original/ap1971.245.jpg,Thomas Hill
https://images.metmuseum.org/CRDImages/ad/original/ap43.52.jpg,Thomas Hewes Hinckley
https://images.metmuseum.org/CRDImages/ad/original/DT7414.jpg,Thomas Hewes Hinckley
https://images.metmuseum.org/CRDImages/ad/original/ap17.182.jpg,George Hitchcock
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.26.jpg,Charles C. Hofmann
https://images.metmuseum.org/CRDImages/ad/original/DP-16284-001.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT2829.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/ap06.1281.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP140859.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT517.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP-20821-001.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/ap09.26.6.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP-21454-001.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP232469.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT1545.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT83.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT2053.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/ap67.187.130.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP-21455-001.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/ap11.57.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT1395.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP118427.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DT9826.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/DP102298.jpg,Winslow Homer
https://images.metmuseum.org/CRDImages/ad/original/ap95.5.jpg,Thomas Hovenden
https://images.metmuseum.org/CRDImages/ad/original/ap97.5.jpg,Thomas Hovenden
https://images.metmuseum.org/CRDImages/ad/original/APS473.jpg,William James Hubard
https://images.metmuseum.org/CRDImages/ad/original/ap20.189.2.jpg,Richard William Hubbard
https://images.metmuseum.org/CRDImages/ad/original/ap11.34.2.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap36.99.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap25.182.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap11.34.1.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/DP-2881-001.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap08.136.1.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap08.136.2.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/06.170.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap38.153.jpg,William Morris Hunt
https://images.metmuseum.org/CRDImages/ad/original/ap54.90.38.jpg,F. G. W. Hunten
https://images.metmuseum.org/CRDImages/ad/original/DP169501.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap92.10.41.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap87.15.78.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/GRR Hunt. Ptg. 64.95.jpg,Daniel Huntington|Henry Inman
https://images.metmuseum.org/CRDImages/ad/original/ap97.35.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap53.76.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap16.68.4.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/33956.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.42.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap92.17.jpg,Daniel Huntington
https://images.metmuseum.org/CRDImages/ad/original/ap50.220.1.jpg,Charles Cromwell Ingham
https://images.metmuseum.org/CRDImages/ad/original/DT2784.jpg,Charles Cromwell Ingham
https://images.metmuseum.org/CRDImages/ad/original/ap22.45.2.jpg,Charles Cromwell Ingham
https://images.metmuseum.org/CRDImages/ad/original/ap1977.342.2.jpg,Charles Cromwell Ingham|Asher Brown Durand
https://images.metmuseum.org/CRDImages/ad/original/ap22.45.3.jpg,Henry Inman
https://images.metmuseum.org/CRDImages/ad/original/ap93.19.2.jpg,Henry Inman
https://images.metmuseum.org/CRDImages/ad/original/ap06.195.jpg,Henry Inman
https://images.metmuseum.org/CRDImages/ad/original/ap95.17.3.jpg,Henry Inman
https://images.metmuseum.org/CRDImages/ad/original/DT10714.jpg,George Inness
https://images.metmuseum.org/CRDImages/ad/original/ap87.8.8.jpg,George Inness
https://images.metmuseum.org/CRDImages/ad/original/ap99.27.jpg,George Inness
