primaryImage,Object Date
https://images.metmuseum.org/CRDImages/ad/original/DP115731.jpg,1865–70
https://images.metmuseum.org/CRDImages/as/original/14_140_8_F_sf.jpg,17th century
https://images.metmuseum.org/CRDImages/rl/original/DP366034.jpg,mid-1430s
https://images.metmuseum.org/CRDImages/ep/original/DP280346.jpg,1533
https://images.metmuseum.org/CRDImages/ad/original/DP-19092-001.jpg,ca. 1868
https://images.metmuseum.org/CRDImages/ep/original/DP161261.jpg,probably 1450s
https://images.metmuseum.org/CRDImages/ad/original/DP356937.jpg,1773
https://images.metmuseum.org/CRDImages/ep/original/DP-14274-009.jpg,possibly ca. 1850–58
https://images.metmuseum.org/CRDImages/ep/original/DP295718.jpg,1820
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-039.jpg,ca. 1890–95
https://images.metmuseum.org/CRDImages/ma/original/SF43.47.1.jpg,1938
https://images.metmuseum.org/CRDImages/ep/original/DP169441.jpg,ca. 1850
https://images.metmuseum.org/CRDImages/ad/original/DT379.jpg,1907
https://images.metmuseum.org/CRDImages/ep/original/DP239507.jpg,1560s?
https://images.metmuseum.org/CRDImages/ep/original/DP143173.jpg,ca. 1667–70
https://images.metmuseum.org/CRDImages/ad/original/ADA3628.jpg,1850–60
https://images.metmuseum.org/CRDImages/as/original/DP152296.jpg,ca. 1840
https://images.metmuseum.org/CRDImages/as/original/56_121_40_162330.jpg,18th–19th century
https://images.metmuseum.org/CRDImages/ep/original/DP-20100-001.jpg,1893–94
https://images.metmuseum.org/CRDImages/ep/original/DT1940.jpg,1878–79
https://images.metmuseum.org/CRDImages/ep/original/ep08.136.5.bw.R.jpg,1876
https://images.metmuseum.org/CRDImages/ad/original/ap06.1293.jpg,ca. 1895–1900
https://images.metmuseum.org/CRDImages/ep/original/ep64.294.bw.R.jpg,probably ca. 1635–45
https://images.metmuseum.org/CRDImages/ad/original/ap15.30.65.jpg,1886
https://images.metmuseum.org/CRDImages/ad/original/ap62.202.jpg,1870
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.25.jpg,1865–80
https://images.metmuseum.org/CRDImages/ad/original/DT85.jpg,1870–71
https://images.metmuseum.org/CRDImages/ad/original/DT102.jpg,1900
https://images.metmuseum.org/CRDImages/ep/original/DT1025.jpg,1891
https://images.metmuseum.org/CRDImages/rl/original/DP221485.jpg,ca. 1485–95
https://images.metmuseum.org/CRDImages/ad/original/ap74.11.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DT2017.jpg,1833
https://images.metmuseum.org/CRDImages/ep/original/ep81.1.656.R.jpg,1871
https://images.metmuseum.org/CRDImages/ep/original/DP-19486-001.jpg,1837
https://images.metmuseum.org/CRDImages/ep/original/DT16.jpg,1648
https://images.metmuseum.org/CRDImages/ad/original/APS2182.jpg,1838
https://images.metmuseum.org/CRDImages/ad/original/ap56.108.2.jpg,1840
https://images.metmuseum.org/CRDImages/ep/original/DT407.jpg,ca. 1570
https://images.metmuseum.org/CRDImages/ad/original/ap16.68.3.jpg,1754
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-049.jpg,ca. 1891–92
https://images.metmuseum.org/CRDImages/ep/original/DP145900.jpg,ca. 1625
https://images.metmuseum.org/CRDImages/ep/original/DP168806.jpg,ca. 1317–19
https://images.metmuseum.org/CRDImages/as/original/DP-17956-001.jpg,Early 20th century
https://images.metmuseum.org/CRDImages/rl/original/DT3070.jpg,ca. 1445
https://images.metmuseum.org/CRDImages/ep/original/DP169212.jpg,1782 or later
https://images.metmuseum.org/CRDImages/ep/original/DP213852.jpg,ca. 1495–1500
https://images.metmuseum.org/CRDImages/ep/original/DP286357.jpg,ca. 1612–13
https://images.metmuseum.org/CRDImages/ep/original/DP143153.jpg,ca. 1665–70
https://images.metmuseum.org/CRDImages/ep/original/DP103071.jpg,1840
https://images.metmuseum.org/CRDImages/ep/original/DT1879.jpg,1888
https://images.metmuseum.org/CRDImages/ad/original/DP-20314-001.jpg,1850–55
https://images.metmuseum.org/CRDImages/ep/original/DT1996.jpg,1844
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.63.jpg,1864
https://images.metmuseum.org/CRDImages/ep/original/DP371472.jpg,1866
https://images.metmuseum.org/CRDImages/ad/original/ap69.22.1.jpg,1807–10
https://images.metmuseum.org/CRDImages/ep/original/DP130999.jpg,1889
https://images.metmuseum.org/CRDImages/ad/original/DT2851.jpg,ca. 1819
https://images.metmuseum.org/CRDImages/ad/original/DP162258.jpg,1754
https://images.metmuseum.org/CRDImages/as/original/DP166084.jpg,ca. 1830
https://images.metmuseum.org/CRDImages/ep/original/DP238263.jpg,1885
https://images.metmuseum.org/CRDImages/rl/original/DT2634.jpg,ca. 1485-92
https://images.metmuseum.org/CRDImages/as/original/14_140_16_F_sf.jpg,17th century
https://images.metmuseum.org/CRDImages/ep/original/DT2722.jpg,ca. 1612–14
https://images.metmuseum.org/CRDImages/ep/original/DP167132.jpg,ca. 1600
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-023.jpg,1864
https://images.metmuseum.org/CRDImages/as/original/DP166068.jpg,early 18th century
https://images.metmuseum.org/CRDImages/ep/original/DP320086.jpg,1789
https://images.metmuseum.org/CRDImages/ep/original/DP145910.jpg,early 1660s
https://images.metmuseum.org/CRDImages/ad/original/ap26.129.1.jpg,ca. 1775
https://images.metmuseum.org/CRDImages/ad/original/DT56.jpg,1765
https://images.metmuseum.org/CRDImages/cl/original/cdi25-120-927.jpg,15th century
https://images.metmuseum.org/CRDImages/ep/original/DP280788.jpg,1537
https://images.metmuseum.org/CRDImages/ep/original/DP336183.jpg,ca. 1770
https://images.metmuseum.org/CRDImages/ep/original/DP146493.jpg,ca. 1648–49
https://images.metmuseum.org/CRDImages/ep/original/DT887.jpg,1868
https://images.metmuseum.org/CRDImages/ad/original/ap98.16.jpg,1876
https://images.metmuseum.org/CRDImages/ep/original/DP-17059-001.jpg,ca. 1700
https://images.metmuseum.org/CRDImages/ad/original/DP218093.jpg,ca. 1785
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.27.jpg,ca. 1838
https://images.metmuseum.org/CRDImages/ad/original/ap1982.373.jpg,ca. 1787
https://images.metmuseum.org/CRDImages/ep/original/ep16.148.1.R.jpg,1885
https://images.metmuseum.org/CRDImages/as/original/DP166111.jpg,ca. 1800
https://images.metmuseum.org/CRDImages/ep/original/DP267031.jpg,1869
https://images.metmuseum.org/CRDImages/as/original/4080.jpg,19th century
https://images.metmuseum.org/CRDImages/as/original/DP166122.jpg,ca. 1860–80
https://images.metmuseum.org/CRDImages/ep/original/DT4626.jpg,ca. 1825–30
https://images.metmuseum.org/CRDImages/rl/original/DP-15887-001.jpg,1650s
https://images.metmuseum.org/CRDImages/ad/original/ap93.18.2.jpg,1892
https://images.metmuseum.org/CRDImages/ad/original/ap34.153.jpg,1746
https://images.metmuseum.org/CRDImages/ep/original/DP-19540-001.jpg,1826
https://images.metmuseum.org/CRDImages/ad/original/DT207462.jpg,1893
https://images.metmuseum.org/CRDImages/as/original/DP156131.jpg,ca. 1780
https://images.metmuseum.org/CRDImages/ad/original/DT240957.jpg,ca. 1819–20
https://images.metmuseum.org/CRDImages/as/original/DT5231.jpg,late 15th century
https://images.metmuseum.org/CRDImages/ep/original/DP169500.jpg,ca. 1820
https://images.metmuseum.org/CRDImages/ad/original/ap24.79.jpg,1766
https://images.metmuseum.org/CRDImages/ad/original/ap17.96.jpg,1890
https://images.metmuseum.org/CRDImages/ep/original/DP340924.jpg,ca. 1645
https://images.metmuseum.org/CRDImages/ad/original/ap24.89.jpg,1856
https://images.metmuseum.org/CRDImages/ep/original/DT2010.jpg,ca. 1860–65
https://images.metmuseum.org/CRDImages/ep/original/DP341866.jpg,ca. 1670s
https://images.metmuseum.org/CRDImages/rl/original/DT3117.jpg,1892
https://images.metmuseum.org/CRDImages/ep/original/DT1139.jpg,1898
https://images.metmuseum.org/CRDImages/as/original/DP-22859-001.jpg,ca. late 19th century
https://images.metmuseum.org/CRDImages/ad/original/VR 39.184.18 Ptg. 1 Ret.jpg,1750–75
https://images.metmuseum.org/CRDImages/ep/original/DP-19631-001.jpg,1607
https://images.metmuseum.org/CRDImages/ep/original/DT4577.jpg,ca. 1760–65
https://images.metmuseum.org/CRDImages/ep/original/DP278975.jpg,1532–33
https://images.metmuseum.org/CRDImages/ep/original/DT239221.jpg,1897
https://images.metmuseum.org/CRDImages/ep/original/DP-21956-001.jpg,by 1861
https://images.metmuseum.org/CRDImages/rl/original/DP366056.jpg,1447–65
https://images.metmuseum.org/CRDImages/ep/original/DP-20396-001.jpg,1640s
https://images.metmuseum.org/CRDImages/ep/original/DP-19778-001.jpg,ca. 1640
https://images.metmuseum.org/CRDImages/ep/original/DP356133.jpg,ca. 1733–34
https://images.metmuseum.org/CRDImages/ad/original/DP156440.jpg,1870
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-053.jpg,1870s
https://images.metmuseum.org/CRDImages/ep/original/DP-14343-001.jpg,ca. 1853
https://images.metmuseum.org/CRDImages/ep/original/EP562.jpg,1467–74
https://images.metmuseum.org/CRDImages/ep/original/DT1947.jpg,1888
https://images.metmuseum.org/CRDImages/ep/original/DP-16689-001.jpg,ca. 1817–22
https://images.metmuseum.org/CRDImages/rl/original/DT3006.jpg,ca. 1326
https://images.metmuseum.org/CRDImages/ad/original/DP118426.jpg,ca. 1882
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.42.jpg,1861
https://images.metmuseum.org/CRDImages/ep/original/DT1500.jpg,1892
https://images.metmuseum.org/CRDImages/ad/original/DT214418.jpg,ca. 1767–70
https://images.metmuseum.org/CRDImages/ep/original/DP-13588-001.jpg,ca. 1535
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-005.jpg,possibly 1570s
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-043.jpg,ca. 1896
https://images.metmuseum.org/CRDImages/rl/original/0242-1.jpg,1852
https://images.metmuseum.org/CRDImages/ep/original/DP324600.jpg,ca. 1767
https://images.metmuseum.org/CRDImages/ep/original/DT2129.jpg,ca. 1865
https://images.metmuseum.org/CRDImages/rl/original/DT3104.jpg,mid-17th century
https://images.metmuseum.org/CRDImages/as/original/64_31_1_179612.jpg,19th century
https://images.metmuseum.org/CRDImages/ep/original/DP146465.jpg,ca. 1663–64
https://images.metmuseum.org/CRDImages/ep/original/DP120418.jpg,ca. 1645
https://images.metmuseum.org/CRDImages/ad/original/ap74.7.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DT1972.jpg,ca. 1884
https://images.metmuseum.org/CRDImages/as/original/DP156162.jpg,ca. 1770
https://images.metmuseum.org/CRDImages/ep/original/DP-19650-001.jpg,1730s
https://images.metmuseum.org/CRDImages/ep/original/ep26.109.bw.R.jpg,probably after 1500
https://images.metmuseum.org/CRDImages/ep/original/DP-19711-001.jpg,ca. 1620
https://images.metmuseum.org/CRDImages/ep/original/DT7233.jpg,1493–95
https://images.metmuseum.org/CRDImages/aa/original/LC-29_158_753-004.jpg,ca. 1550
https://images.metmuseum.org/CRDImages/ad/original/DT9458.jpg,ca. 1750
https://images.metmuseum.org/CRDImages/ad/original/ap18.116.jpg,1878
https://images.metmuseum.org/CRDImages/ep/original/DP146490.jpg,ca. 1624–25
https://images.metmuseum.org/CRDImages/ep/original/DP212152.jpg,1857-58; reworked 1860-62
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-005.jpg,ca. 1890
https://images.metmuseum.org/CRDImages/ad/original/DP139630.jpg,1885
https://images.metmuseum.org/CRDImages/ep/original/DP244874.jpg,ca. 1650
https://images.metmuseum.org/CRDImages/ad/original/DP300700.jpg,ca. 1838
https://images.metmuseum.org/CRDImages/as/original/4083.jpg,19th century
https://images.metmuseum.org/CRDImages/ad/original/DP239226.jpg,1764
https://images.metmuseum.org/CRDImages/ad/original/DP-15991-001.jpg,1883
https://images.metmuseum.org/CRDImages/ad/original/ap28.198.1.jpg,1834
https://images.metmuseum.org/CRDImages/as/original/LC-37_138-001.jpg,late 19th century
https://images.metmuseum.org/CRDImages/ep/original/DP146460.jpg,1660
https://images.metmuseum.org/CRDImages/ep/original/DP143181.jpg,1637
https://images.metmuseum.org/CRDImages/ep/original/DT5282.jpg,before 1508
https://images.metmuseum.org/CRDImages/ad/original/DP-2886-001.jpg,1873
https://images.metmuseum.org/CRDImages/ad/original/DT2077.jpg,1866
https://images.metmuseum.org/CRDImages/rl/original/DP328379.jpg,18th century
https://images.metmuseum.org/CRDImages/as/original/DP152299.jpg,1850
https://images.metmuseum.org/CRDImages/rl/original/DT3094.jpg,1540–45
https://images.metmuseum.org/CRDImages/ad/original/43559.jpg,1880
https://images.metmuseum.org/CRDImages/as/original/DP166083.jpg,19th century
https://images.metmuseum.org/CRDImages/rl/original/DT3056.jpg,ca. 1465
https://images.metmuseum.org/CRDImages/ep/original/DP-15439-001.jpg,1839
https://images.metmuseum.org/CRDImages/ep/original/DT1461.jpg,ca. 1520
https://images.metmuseum.org/CRDImages/ep/original/DP140945.jpg,ca. 1720
https://images.metmuseum.org/CRDImages/ep/original/DT293615.jpg,ca. 1745–47
https://images.metmuseum.org/CRDImages/ep/original/DT1866.jpg,1895
https://images.metmuseum.org/CRDImages/ad/original/DT72.jpg,1840–41
https://images.metmuseum.org/CRDImages/ad/original/DP364319.jpg,1843
https://images.metmuseum.org/CRDImages/ep/original/DP145942.jpg,1650
https://images.metmuseum.org/CRDImages/ep/original/DP120563.jpg,ca. 1620–21
https://images.metmuseum.org/CRDImages/ad/original/25568.jpg,1800–30
https://images.metmuseum.org/CRDImages/ep/original/DP317730.jpg,ca. 1734
https://images.metmuseum.org/CRDImages/ep/original/DP145411.jpg,1596
https://images.metmuseum.org/CRDImages/as/original/DP166072.jpg,mid-18th century
https://images.metmuseum.org/CRDImages/ad/original/DT11519.jpg,1777–80
https://images.metmuseum.org/CRDImages/ad/original/ap65.19.jpg,ca. 1890–1900
https://images.metmuseum.org/CRDImages/ad/original/ap1974.263.jpg,1875
https://images.metmuseum.org/CRDImages/ep/original/DP164852.jpg,ca. 1800
https://images.metmuseum.org/CRDImages/ep/original/DP146447.jpg,1661
https://images.metmuseum.org/CRDImages/ep/original/DT28_DT29.jpg,ca. 1470
https://images.metmuseum.org/CRDImages/rl/original/DT3001.jpg,ca. 1315
https://images.metmuseum.org/CRDImages/ad/original/DP-12550-001.jpg,1836
https://images.metmuseum.org/CRDImages/ep/original/DP164845.jpg,ca. 1500–1505
https://images.metmuseum.org/CRDImages/ad/original/APS238.jpg,1897
https://images.metmuseum.org/CRDImages/as/original/19_103_1.JPG,15th century
https://images.metmuseum.org/CRDImages/ad/original/ap67.187.206.jpg,ca. 1895
https://images.metmuseum.org/CRDImages/ep/original/DP124093.jpg,ca. 1874
https://images.metmuseum.org/CRDImages/ep/original/ep30.58.21.bw.R.jpg,probably ca. 1635–40
https://images.metmuseum.org/CRDImages/ad/original/ap08.136.2.jpg,1867
https://images.metmuseum.org/CRDImages/as/original/DT6831.jpg,dated 1917
https://images.metmuseum.org/CRDImages/ep/original/DP345570.jpg,ca. 1872
https://images.metmuseum.org/CRDImages/ad/original/ap50.145.37.jpg,ca. 1779–85
https://images.metmuseum.org/CRDImages/rl/original/DT3064.jpg,ca. 1709
https://images.metmuseum.org/CRDImages/ad/original/ap49.10.1.jpg,1830
https://images.metmuseum.org/CRDImages/ep/original/DP169564.jpg,1886
https://images.metmuseum.org/CRDImages/ep/original/DP168811.jpg,ca. 1625–26
https://images.metmuseum.org/CRDImages/ep/original/DP167131.jpg,possibly early 1730s
https://images.metmuseum.org/CRDImages/ep/original/DT2130.jpg,1870s
https://images.metmuseum.org/CRDImages/ep/original/DP145937.jpg,1629
https://images.metmuseum.org/CRDImages/ep/original/DP155336.jpg,1824
https://images.metmuseum.org/CRDImages/ep/original/DT229696.jpg,ca. 1860–65
https://images.metmuseum.org/CRDImages/ep/original/DP-1410-001.jpg,ca. 1510–15
https://images.metmuseum.org/CRDImages/ep/original/DT1927.jpg,ca. 1870
https://images.metmuseum.org/CRDImages/as/original/56_124_4_O1.jpg,19th century
https://images.metmuseum.org/CRDImages/rl/original/DP366038.jpg,ca. 1447–65
https://images.metmuseum.org/CRDImages/ep/original/DP-15505-001.jpg,ca. 1400
https://images.metmuseum.org/CRDImages/ad/original/ap64.97.4.jpg,1800–1850
https://images.metmuseum.org/CRDImages/ep/original/DP167136.jpg,ca. 1700
https://images.metmuseum.org/CRDImages/ad/original/DP161216.jpg,1912
https://images.metmuseum.org/CRDImages/as/original/56_124_2_O1.jpg,19th century
https://images.metmuseum.org/CRDImages/as/original/DP166070.jpg,late 18th century
https://images.metmuseum.org/CRDImages/as/original/14_76_49_23539.jpg,dated 1780
https://images.metmuseum.org/CRDImages/rl/original/DT3080.jpg,1490–1523
https://images.metmuseum.org/CRDImages/rl/original/DT3048.jpg,possibly 1433
https://images.metmuseum.org/CRDImages/ep/original/DP123847.jpg,ca. 1894
https://images.metmuseum.org/CRDImages/ep/original/DP264464.jpg,1784
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-011.jpg,ca. 1636 or later
https://images.metmuseum.org/CRDImages/ad/original/APS1620.jpg,1883
https://images.metmuseum.org/CRDImages/ep/original/DP-20213-001.jpg,ca. 1627
https://images.metmuseum.org/CRDImages/ep/original/DP-1018-001.jpg,1770s
https://images.metmuseum.org/CRDImages/ep/original/DP161259.jpg,ca. 1445
https://images.metmuseum.org/CRDImages/ep/original/DP337751.jpg,1765
https://images.metmuseum.org/CRDImages/ep/original/DP-18296-023.jpg,ca. 1765
https://images.metmuseum.org/CRDImages/cl/original/CDS170574.JPG,1473 or 1483
https://images.metmuseum.org/CRDImages/ad/original/DT2133.jpg,1850–55
https://images.metmuseum.org/CRDImages/ad/original/ap63.200.6.jpg,ca. 1882
https://images.metmuseum.org/CRDImages/ep/original/DP296427.jpg,ca. 1490
https://images.metmuseum.org/CRDImages/as/original/14_140_6_F_sf.jpg,17th century
https://images.metmuseum.org/CRDImages/ep/original/DT1381.jpg,ca. 1480
https://images.metmuseum.org/CRDImages/ep/original/DP278970.jpg,1535
https://images.metmuseum.org/CRDImages/ep/original/ep25.110.46.R.jpg,1900
https://images.metmuseum.org/CRDImages/cl/original/DP270224.jpg,1374
https://images.metmuseum.org/CRDImages/ep/original/DT243291.jpg,ca. 1525
https://images.metmuseum.org/CRDImages/ep/original/DP275490.jpg,1693
https://images.metmuseum.org/CRDImages/ep/original/DT8475.jpg,1888
https://images.metmuseum.org/CRDImages/ep/original/DP296426.jpg,ca. 1315–20
https://images.metmuseum.org/CRDImages/ep/original/DP145909.jpg,early 1660s
https://images.metmuseum.org/CRDImages/ad/original/DP219245.jpg,ca. 1870
https://images.metmuseum.org/CRDImages/ep/original/DP-19627-001.jpg,ca. 1845
https://images.metmuseum.org/CRDImages/ad/original/DP161232.jpg,ca. 1889–1900
https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.12.jpg,1860–1900
https://images.metmuseum.org/CRDImages/ep/original/DP287634.jpg,1760
https://images.metmuseum.org/CRDImages/ep/original/DP-20746-001.jpg,ca. 1440
https://images.metmuseum.org/CRDImages/ad/original/ap27.145.jpg,1850
https://images.metmuseum.org/CRDImages/rl/original/DP164854.jpg,ca. 1470–90
https://images.metmuseum.org/CRDImages/ep/original/DT1572.jpg,probably ca. 1625–30
https://images.metmuseum.org/CRDImages/ep/original/DP147932.jpg,ca. 1680
https://images.metmuseum.org/CRDImages/ep/original/DT336289.jpg,1872
https://images.metmuseum.org/CRDImages/ep/original/DP-17462-001.jpg,1650
https://images.metmuseum.org/CRDImages/ep/original/DP-19499-001.jpg,ca. 1435
https://images.metmuseum.org/CRDImages/ad/original/SF2007_49_349.jpg,late 18th–early 19th century
https://images.metmuseum.org/CRDImages/ep/original/DT1864.jpg,1896
https://images.metmuseum.org/CRDImages/ep/original/DP-21958-001.jpg,1872
https://images.metmuseum.org/CRDImages/ad/original/DP-19024-001.jpg,1902
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.17.jpg,ca. 1850s
https://images.metmuseum.org/CRDImages/ad/original/ap74.24.jpg,1872
https://images.metmuseum.org/CRDImages/ad/original/DT9510.jpg,1870–80 (?)
https://images.metmuseum.org/CRDImages/ep/original/DT1937.jpg,late 1880s
https://images.metmuseum.org/CRDImages/ep/original/DP146458.jpg,early 1650s
https://images.metmuseum.org/CRDImages/ep/original/DP-18371-001.jpg,1636
https://images.metmuseum.org/CRDImages/ep/original/DT1958.jpg,1851
https://images.metmuseum.org/CRDImages/as/original/DP152305_cropped.jpg,late 18th century
https://images.metmuseum.org/CRDImages/rl/original/DT3059.jpg,ca. 1471–73
https://images.metmuseum.org/CRDImages/ep/original/DP298061.jpg,1744
https://images.metmuseum.org/CRDImages/ep/original/DP105661.jpg,1557
https://images.metmuseum.org/CRDImages/ad/original/DT2056.jpg,1826
https://images.metmuseum.org/CRDImages/ep/original/DT1564.jpg,ca. 1870
https://images.metmuseum.org/CRDImages/rl/original/DT3052.jpg,ca. 1360–65
https://images.metmuseum.org/CRDImages/ep/original/DP104989.jpg,probably early 1760s
https://images.metmuseum.org/CRDImages/ad/original/25388.jpg,1770–1800
https://images.metmuseum.org/CRDImages/ad/original/ap51.144.jpg,1880
https://images.metmuseum.org/CRDImages/as/original/LC-2000_24_001.jpg,ca. 1690
https://images.metmuseum.org/CRDImages/ep/original/DT1443.jpg,ca. 1650
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-009.jpg,ca. 1886–87
https://images.metmuseum.org/CRDImages/ep/original/DP-18259-001.jpg,1849
https://images.metmuseum.org/CRDImages/ad/original/DP-18755-011.jpg,last quarter 18th century
https://images.metmuseum.org/CRDImages/ad/original/25583.jpg,1776–1883
https://images.metmuseum.org/CRDImages/ad/original/ap10.106.jpg,1869
https://images.metmuseum.org/CRDImages/ad/original/APS621.jpg,1832
https://images.metmuseum.org/CRDImages/ad/original/DP-15898-001.jpg,ca. 1874
https://images.metmuseum.org/CRDImages/ep/original/DP147598.jpg,1627
https://images.metmuseum.org/CRDImages/ad/original/ap87.19.jpg,ca. 1850
https://images.metmuseum.org/CRDImages/ad/original/ap40.94.jpg,ca. 1810
https://images.metmuseum.org/CRDImages/ep/original/DT236857.jpg,possibly early 1630s
https://images.metmuseum.org/CRDImages/ep/original/DP375435.jpg,ca. 1370
https://images.metmuseum.org/CRDImages/ad/original/ap07.68.jpg,ca. 1875
https://images.metmuseum.org/CRDImages/ep/original/DP-944-001.jpg,1645 or 1646
https://images.metmuseum.org/CRDImages/ad/original/DT77.jpg,1858
https://images.metmuseum.org/CRDImages/ep/original/DP226424.jpg,ca. 1770
https://images.metmuseum.org/CRDImages/ep/original/DP259921.jpg,1884
https://images.metmuseum.org/CRDImages/ep/original/DP169451.jpg,ca. 1786–97
https://images.metmuseum.org/CRDImages/ad/original/ap1979.490.8.jpg,1871
https://images.metmuseum.org/CRDImages/ep/original/DP247115.jpg,1864
https://images.metmuseum.org/CRDImages/ep/original/DP164869.jpg,ca. 1824–26
